	0	1
0	0	0.11261594599121601
1	0	0.036649133702763
2	0	0.0253499080561253
3	0	0.0274723750319507
4	0	0.0637740215601762
5	0	0.0850210543064351
6	0	0.0156875286734359
7	0	0.0546025757696889
8	0	0.10724106421806699
9	0	0.0522902391570185
10	0	0.0792527012369917
11	0	0.0644514183044106
12	0	0.080136213840518
13	0	0.0617693592055008
14	0	0.10191281337796601
15	0	0.0961401190823032
16	0	0.098471717581011
17	0	0.0670397509030319
18	0	0.0306922523423405
19	0	0.0147431430877136
20	0	0.0978242919524435
21	0	0.0206366650325511
22	12	0.403957931587113
23	12	0.332562603838865
24	12	0.36301654735098204
25	12	0.427844812389236
26	12	0.30010101699481
27	12	0.285667168278495
28	12	0.42731124322633707
29	12	0.41566905451122904
30	12	0.29119026883664695
31	12	0.256290939888418
32	12	0.31113739919206795
33	12	0.22018164055410103
34	12	0.350802058265398
35	12	0.29424766122525503
36	12	0.41107428211361996
37	12	0.39708719625599104
38	12	0.356584942540035
39	12	0.17786037269345303
40	12	0.217349945668938
41	12	0.40999810456023605
42	12	0.23848743701443698
43	12	0.30132904323537296
44	12	0.13382165073761598
45	12	0.413243122021152
46	12	0.4177516382309
47	24	0.5273773418321439
48	24	0.58470230698523
49	24	0.5878858696821689
50	24	0.6349738431752671
51	24	0.49886477578619004
52	24	0.5570571199014029
53	24	0.66153250215804
54	24	0.6107291032409711
55	24	0.64778845120332
56	24	0.551112919044176
57	24	0.694920801279944
58	24	0.653941148433868
59	24	0.559613135424475
60	24	0.579395503984834
61	24	0.490927628569433
62	24	0.530963173001341
63	24	0.556921535279692
64	24	0.5033482518773621
65	24	0.481355906483188
66	24	0.68344740658032
67	24	0.534275065925048
68	24	0.532096802722636
69	24	0.543162235535191
70	48	0.8220806481175742
71	48	0.6673332387850329
72	48	0.709415463673975
73	48	0.7674881872623001
74	48	0.798903184799968
75	48	0.795944714447484
76	48	0.800122052647205
77	48	0.5410641348502621
78	48	0.6680893946915171
79	48	0.770287299447703
80	48	0.774640493316681
81	48	0.7343249754813309
82	48	0.6852503327492779
83	72	0.8171656599501089
84	72	0.9759799442653421
85	72	0.8972149721903041
86	72	0.9755435610613321
87	72	0.851342710323896
88	72	0.8562921386273059
89	72	0.786692797086053
90	72	0.9003367665058041
91	72	0.8439536713161491
92	72	0.998480108015068
93	72	0.894314182023434
94	72	0.755692382086723
95	72	0.8446097518822271
96	72	1.0
97	72	0.863441937556619
98	72	0.969924247056848
99	72	0.835187266071694
0	0	0.0655744288878164
1	0	0.0371173144773368
2	0	0.00787133480023646
3	0	0.10968506386125
4	0	0.0821028377730397
5	0	0.0547262528059731
6	0	0.0862144965868019
7	0	0.106485260755373
8	0	0.0525011808178993
9	0	0.0296204786949474
10	0	0.0286612625841474
11	0	0.0418002884214392
12	0	0.0237317655760619
13	0	0.10510631888160302
14	0	0.0630399454355479
15	0	0.0704053411966078
16	0	0.0240658813343436
17	0	0.023629189702383997
18	0	0.0661975135048197
19	0	0.0225232391806042
20	0	0.0590119907584027
21	0	0.0267733723589529
22	0	0.0541085185913341
23	0	0.064858283079688
24	0	0.11046669608071699
25	0	0.102735316354858
26	0	0.0489445151899205
27	0	0.101201996260392
28	0	0.07273789777649901
29	0	0.0120999129352644
30	0	0.105453074722922
31	0	0.10901165340057699
32	0	0.0
33	0	0.0968626106178342
34	0	0.0966367514171948
35	0	0.0589575392397807
36	0	0.11079013989352601
37	0	0.0530893003502284
38	0	0.0790847327507565
39	0	0.106027231236465
40	0	0.0832086658404739
41	0	0.0748133386077044
42	0	0.05557120762082499
43	0	0.0984543703001971
44	0	0.0443946644075458
45	0	0.0619554543861208
46	0	0.00959825192608025
47	0	0.0332980994514201
48	0	0.016387178717676
49	0	0.0762784196908441
50	0	0.0280438006004519
51	0	0.073376965823863
52	0	0.0072377281967218
53	0	0.11316813243611801
54	0	0.0378716086223163
55	0	0.0321053210405113
56	0	0.0502210196251316
57	0	0.10431968908482901
58	0	0.0575715364319495
59	0	0.0611830886998099
60	0	0.0469683671634621
61	0	0.0750290896149129
62	0	0.11488195251160199
63	0	0.0143353168194743
64	0	0.0328199898870789
65	0	0.0802432334755821
66	0	0.0108741301783785
67	0	0.0365121647257755
68	0	0.0713991477053203
69	0	0.0512526870666149
70	12	0.233680368887877
71	12	0.350594678288545
72	12	0.20177466100184002
73	12	0.40066041397676
74	12	0.253348052617
75	12	0.383677422014447
76	12	0.24762427769171697
77	12	0.35335443103434205
78	12	0.34673902263781897
79	12	0.259029714713299
80	12	0.35003960069934803
81	12	0.321791879808291
82	12	0.279830709478335
83	12	0.406146650086382
84	12	0.40290597176647996
85	12	0.43796947441418105
86	12	0.418834174112201
87	12	0.452884647038151
88	12	0.18796334450113103
89	12	0.465775319028126
90	12	0.12628969586487301
91	12	0.29504332571050396
92	12	0.296314153072741
93	12	0.399446705857189
94	12	0.42879999151258796
95	12	0.25758504400710003
96	12	0.222479062127376
97	12	0.417106209805598
98	12	0.31858060687556605
99	12	0.359685518115896
100	12	0.35922642675311206
101	12	0.40365955753320204
102	12	0.40786820930137
103	12	0.304867838169033
104	12	0.334256590464646
105	12	0.199094236723318
106	12	0.46476269030487105
107	12	0.33867709706909394
108	12	0.24509533158074398
109	12	0.475763309579799
110	12	0.391348561548594
111	12	0.42417655343791605
112	12	0.42566677974488704
113	12	0.46998046105523295
114	12	0.312959124771707
115	12	0.31985113069889803
116	12	0.328595859302248
117	12	0.320066215407902
118	12	0.47248790544763
119	12	0.33613645229896694
120	12	0.46163524944126205
121	12	0.62431064034489
122	12	0.356974184464335
123	12	0.326955518767175
124	12	0.44957677243766797
125	12	0.631237066411471
126	12	0.4624216304389361
127	12	0.185051273912886
128	12	0.349355277483259
129	12	0.33306091699627505
130	12	0.193706730110594
131	12	0.24326401089525
132	12	0.307983424256215
133	12	0.313508133585307
134	12	0.3404501801972751
135	12	0.259576791428361
136	24	0.534935691802366
137	24	0.453174089065663
138	24	0.48333968933277294
139	24	0.9389005938046271
140	24	0.535749043642589
141	24	0.4915954794116671
142	24	0.562253147368395
143	24	0.5125956810480441
144	24	0.654341117609399
145	24	0.5814969927070329
146	24	0.556705750306116
147	24	0.491068311421726
148	24	0.49856072491090203
149	24	0.502070513072433
150	24	0.584563238623335
151	24	0.5503917245606321
152	24	0.5345027232263591
153	24	0.316995395345982
154	24	0.542812430187859
155	24	0.580554739542459
156	24	0.49367242366329794
157	24	0.5402534039319521
158	24	0.642366829262534
159	24	0.576129610885125
160	24	0.519422545491831
161	24	0.546228822058336
162	24	0.48568678031896895
163	24	0.48808358119092404
164	24	0.451624759178467
165	24	0.6065540870655539
166	24	0.56623039601198
167	24	0.48123181637279494
168	24	0.514437044123776
169	24	0.564186389106433
170	24	0.693764773557578
171	24	0.607432316147497
172	24	0.522670960750906
173	24	0.55357098660002
174	24	0.52780235134169
175	24	0.35733577055448906
176	24	0.483183946239057
177	24	0.5555861576439239
178	24	0.548036727395874
179	24	0.498841282015312
180	24	0.552165989868317
181	24	0.31229775954718103
182	24	0.6775311936877599
183	24	0.931200091312772
184	24	0.48380226366372897
185	24	0.213326184863738
186	24	0.55758750299448
187	24	0.647906768532854
188	24	0.551201313675252
189	24	0.7424569936723121
190	24	0.650591136214459
191	24	0.5779889118642599
